filename,method,brightness,contrast,entropy,colorfulness,sharpness,noise
107.png,clahe,0.04950076832490809,0.027807631472045784,3.676532745361328,0.016063952498971266,0.0011547575676144144,0.007141096785896683
107.png,gamma,0.0533785950903799,0.03326769509059855,4.565579414367676,0.04004793137046066,0.0014494581164463478,0.008047713279681028
107.png,log,0.06870284734987746,0.06632306169796261,5.239595413208008,0.06566689396026744,0.0038746184633664505,0.012849641998664231
107.png,retinex,0.7705498190487132,0.14561287108060697,6.216010093688965,0.475607453158401,0.20349988560305435,0.07180533663798398
107.png,hist_eq,0.5359006993910845,0.249104110765123,6.6119537353515625,0.4224934319762168,0.22923665290386536,0.09811539705984051
109.png,clahe,0.16324953565410538,0.06687147039712307,5.940345764160156,0.015093306483202123,0.0021344163080284236,0.008579158856453162
109.png,gamma,0.21639912923177082,0.07660143870336561,5.446328163146973,0.022582769776625617,0.0009322346209540178,0.005182330799451792
109.png,log,0.26388627594592523,0.1140600655055032,6.084917068481445,0.033277843060016646,0.0019309848804465112,0.007501869306405174
109.png,retinex,0.9087850533279718,0.09835380696932687,4.497785568237305,0.1590379482188571,0.04519451410188105,0.014154664917046152
109.png,hist_eq,0.5152278526156556,0.3020275536387186,7.803475379943848,0.12244132939459824,0.03202950985132946,0.03331882908750476
110.png,clahe,0.16343778722426472,0.0674056811317426,5.932138442993164,0.015002095482207083,0.002161142477283726,0.008608387347415735
110.png,gamma,0.2162112366919424,0.07693213369508876,5.4541120529174805,0.02182040954055306,0.0009490389381139691,0.0051987099277496715
110.png,log,0.26374984442018995,0.11431351940413383,6.084916114807129,0.03285776570014618,0.0019416771776851027,0.007488842185758953
110.png,retinex,0.9071043725107231,0.10826026383345415,4.496423244476318,0.15687403245456205,0.05485172860836771,0.015162578066303741
110.png,hist_eq,0.5143810795802696,0.3025157565810357,7.783288955688477,0.12181422277749969,0.03171226205869289,0.03295843747695668
112.png,clahe,0.13910989200367646,0.07075851331363019,5.9923624992370605,0.017919214445277075,0.003083057206701265,0.00892921511007529
112.png,gamma,0.17404342352175245,0.06346614963805433,5.7735114097595215,0.029242258088632376,0.001862757686971014,0.006093010332813905
112.png,log,0.21779432109757965,0.11053588865876929,6.511045932769775,0.04677230109054598,0.005188472102815482,0.009848096904585026
112.png,retinex,0.9085031546798407,0.03785255347376977,4.832098484039307,0.05078743122483688,0.002894705001466042,0.004921128142595992
112.png,hist_eq,0.518400603649663,0.28725465738119316,7.888453483581543,0.118112829368388,0.045221278806747305,0.032445351760276596
113.png,clahe,0.06412694594439339,0.03204387271209419,4.516711235046387,0.015289643799889606,0.001370979096971077,0.007397398401261799
113.png,gamma,0.07493052763097427,0.038446101090324994,5.072977066040039,0.030118261486171593,0.0015617378203857865,0.007750019448617393
113.png,log,0.11602232689950981,0.08782696522460245,6.005084991455078,0.05812135971977999,0.0066419108937860035,0.01489964861762739
